Crash Date,Crash Time,X,Y,City/Town,Crash Severity,Maximum Injury Severity Reported,Crash Number,Most Harmful Events,Non Motorist Type
7/17/09,6:18 PM,248557.0002,818345.6253,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Incapacitating,2524641,V1:(Collision with pedestrian),"P2:Pedestrian / P3:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)"
9/27/09,4:59 PM,233893.3299,902483.5115,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2524701,V1:(Collision with pedestrian),P2:Pedestrian
6/4/09,6:40 PM,177634.71,894923.4407,WORCESTER,Property damage only (none injured),No injury,2525008,V1:(Collision with pedestrian),P3:Pedestrian
10/2/09,8:55 PM,235266.4401,898096.4559,BOSTON,Not Reported,Not Applicable,2525044,V1:(Collision with pedestrian),P3:Pedestrian
9/17/09,8:35 AM,247285.0294,822767.2527,NEW BEDFORD,Property damage only (none injured),No injury,2525085,V1:(Collision with pedestrian),P2:Pedestrian
9/25/09,6:20 PM,170176.0161,900068.5,HOLDEN,Non-fatal injury,Non-fatal injury - Possible,2525115,V1:(Collision with pedestrian),P1:Pedestrian
9/19/09,10:39 PM,248039.4377,819024.596,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2525142,V1:(Collision with pedestrian),P2:Pedestrian
10/4/09,8:15 PM,231238.3749,890464.9377,BOSTON,Property damage only (none injured),No injury,2525175,V1:(Collision with pedestrian),P2:Pedestrian
10/7/09,7:50 AM,230041.4316,898843.1744,BROOKLINE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2525234,V1:(Collision with pedestrian),P2:Pedestrian
6/2/09,8:53 AM,175797.7968,897071.4375,WORCESTER,Non-fatal injury,Non-fatal injury - Incapacitating,2525336,V1:(Collision with pedestrian),P2:Pedestrian
7/6/09,3:45 PM,248392.1236,818588.5277,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Possible,2525344,V1:(Collision with pedestrian),P2:Pedestrian
5/30/09,10:18 PM,248005.6094,819957.2502,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Incapacitating,2525368,V1:(Collision with pedestrian),P2:Pedestrian
10/7/09,6:45 PM,242465.5174,908196.3156,REVERE,Non-fatal injury,Non-fatal injury - Possible,2525392,V1:(Collision with pedestrian),P1:Pedestrian
9/26/09,8:45 AM,,,WENDELL,Non-fatal injury,Non-fatal injury - Incapacitating,2525448,V1:(Collision with pedestrian),P2:Pedestrian
7/3/09,2:44 PM,246194.6802,819383.278,NEW BEDFORD,Property damage only (none injured),No injury,2525579,V1:(Collision with pedestrian),P3:Pedestrian
6/18/09,10:00 AM,175090.9378,890443.7501,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2525616,V1:(Collision with pedestrian),P2:Pedestrian
10/7/09,11:56 AM,233831.6093,905091.3124,SOMERVILLE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2525650,V1:(Collision with pedestrian),P1:Pedestrian
6/29/09,7:08 PM,247726.8439,819167.1876,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Possible,2525657,V1:(Collision with pedestrian),P3:Pedestrian
6/18/09,3:35 PM,175159.6405,890677.9998,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2525699,V1:(Collision with pedestrian),P2:Pedestrian
10/7/09,8:01 PM,239571.6213,901628.308,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2525757,V1:(Collision with pedestrian),P2:Pedestrian
9/19/09,11:33 AM,227278.0175,904868.4531,BELMONT,Property damage only (none injured),No injury,2525826,V1:(),P1:Pedestrian
10/4/09,8:45 PM,226945.4842,939810.1251,LAWRENCE,Non-fatal injury,Non-fatal injury - Possible,2526112,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
1/13/09,6:06 PM,,,SALISBURY,Non-fatal injury,Non-fatal injury - Possible,2526140,V1:(Collision with pedestrian),P3:Pedestrian
8/28/09,9:26 PM,228815.037,829625.4363,FALL RIVER,Non-fatal injury,Non-fatal injury - Incapacitating,2526283,V1:(Collision with parked motor vehicle),P3:Pedestrian
10/10/09,10:26 PM,220246.3283,908385.9377,LEXINGTON,Non-fatal injury,Non-fatal injury - Incapacitating,2526310,V1:(Collision with pedestrian),P1:Pedestrian
9/12/09,9:05 PM,247580.6173,823849.3146,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2526404,V1:(Collision with pedestrian),P2:Pedestrian
9/11/09,3:25 PM,216125.0938,935391.0623,DRACUT,Property damage only (none injured),No injury,2526480,V1:(Collision with pedestrian),P2:Pedestrian
5/20/09,8:50 PM,174920.6875,892394.8751,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2526520,V1:(Collision with pedestrian),P2:Pedestrian
5/30/09,1:50 AM,175755.3596,890083.9954,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2526538,V1:(Collision with pedestrian),P2:Pedestrian
5/27/09,10:13 PM,174128.453,890426.25,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2526553,V1:(Collision with pedestrian),P2:Pedestrian
8/25/09,4:59 PM,230161.2991,826878.3465,FALL RIVER,Property damage only (none injured),No injury,2526612,V1:(Collision with pedestrian),P3:Pedestrian
10/6/09,10:29 AM,196851.4375,898328.8752,MARLBOROUGH,Non-fatal injury,Non-fatal injury - Possible,2526642,V1:(Collision with pedestrian),P2:Pedestrian
8/28/09,5:30 PM,228080.2801,825496.4844,FALL RIVER,Property damage only (none injured),No injury,2526696,V1:(Collision with pedestrian),P2:Pedestrian
4/26/09,3:43 PM,250286.9842,957640.8123,SALISBURY,Property damage only (none injured),No injury,2526798,V1:(Collision with pedestrian),P5:Pedestrian
9/10/09,7:25 AM,105345.3827,869703.8123,AGAWAM,Non-fatal injury,Non-fatal injury - Possible,2526825,V1:(),P2:Pedestrian
7/26/09,1:07 AM,246069.0515,849550.1545,MIDDLEBOROUGH,Non-fatal injury,Non-fatal injury - Incapacitating,2527049,V1:(Collision with pedestrian),P1:Pedestrian
7/24/09,11:12 AM,216632.4468,893958.9207,WELLESLEY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2527088,V1:(Collision with pedestrian),P1:Pedestrian
7/11/09,5:47 PM,248490.1337,849762.3193,MIDDLEBOROUGH,Non-fatal injury,Non-fatal injury - Incapacitating,2527126,V1:(Collision with pedestrian),P1:Pedestrian
10/17/09,2:50 PM,208768.7902,894279.474,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2527155,V1:(Collision with pedestrian),P1:Pedestrian
10/11/09,12:30 PM,229629.5782,899162.5623,BOSTON,Not Reported,Not reported,2527232,V1:(Collision with pedestrian),P2:Pedestrian
10/13/09,9:09 PM,240742.8593,875053.0825,HOLBROOK,Not Reported,Not Applicable,2527290,V1:(Collision with pedestrian),P2:Pedestrian
9/23/09,9:22 PM,247399.3436,919444.3123,PEABODY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2527311,V1:(Collision with pedestrian),P2:Pedestrian
8/13/09,2:06 PM,231289.0439,832260.5882,FALL RIVER,Property damage only (none injured),No injury,2527585,V1:(Collision with pedestrian),P2:Pedestrian
9/30/09,9:15 AM,240561.1797,889828.9843,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2527622,V1:(Collision with pedestrian),P2:Pedestrian
9/28/09,3:32 PM,238679.7952,891511.6301,QUINCY,Non-fatal injury,Non-fatal injury - Possible,2527628,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
9/24/09,8:56 AM,235743.2983,902964.4362,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2527756,V1:(Collision with pedestrian),P2:Pedestrian
10/9/09,3:14 PM,193698.519,899642.6114,MARLBOROUGH,Non-fatal injury,Non-fatal injury - Non-incapacitating,2527785,V1:(Collision with pedestrian),P2:Pedestrian
5/7/09,3:02 AM,245171.9219,911976.1876,LYNN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2527957,V1:(Collision with pedestrian),P1:Pedestrian
9/11/09,2:43 PM,238200.2483,906032.631,CHELSEA,Non-fatal injury,Non-fatal injury - Non-incapacitating,2527958,V1:(Collision with pedestrian),P1:Pedestrian
9/3/09,5:00 PM,235923.3576,892936.9243,BOSTON,Not Reported,Not reported,2527979,V1:(),P2:Pedestrian
9/9/09,2:10 PM,121064.3204,880052.9374,LUDLOW,Non-fatal injury,Non-fatal injury - Non-incapacitating,2528008,V1:(Collision with pedestrian),P2:Pedestrian
10/9/09,6:30 AM,230992.2801,902048.053,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2528258,V1:(),P1:Pedestrian
8/15/09,9:06 PM,215216.8243,853763.9866,ATTLEBORO,Non-fatal injury,Non-fatal injury - Non-incapacitating,2528326,V1:(Collision with pedestrian),P2:Pedestrian
9/23/09,5:37 PM,179381.7446,919398.5935,LEOMINSTER,Non-fatal injury,Non-fatal injury - Possible,2528449,V1:(Collision with pedestrian),P5:Pedestrian
10/5/09,1:45 PM,218126.2494,854907.2232,ATTLEBORO,Non-fatal injury,Non-fatal injury - Possible,2528472,V1:(Collision with pedestrian),P2:Pedestrian
9/2/09,2:50 PM,232279.7189,903748.5002,SOMERVILLE,Property damage only (none injured),No injury,2528475,V1:(Collision with pedestrian),P2:Pedestrian
10/14/09,3:15 PM,140635.8752,927264.1252,ATHOL,Non-fatal injury,Non-fatal injury - Possible,2528564,V1:(Collision with pedestrian),P1:Pedestrian
10/1/09,6:21 AM,55958.91244,913212.2126,PITTSFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2528755,V1:(Collision with pedestrian),P1:Pedestrian
10/20/09,8:35 PM,231901.0309,897993.2628,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2528855,V1:(Collision with pedestrian),P1:Pedestrian
10/2/09,10:24 AM,55829.16025,912353.9377,PITTSFIELD,Non-fatal injury,Non-fatal injury - Possible,2528879,V1:(Collision with pedestrian),P1:Pedestrian
5/20/09,2:38 PM,,,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2528903,V1:(Collision with pedestrian),P2:Pedestrian
9/29/09,7:00 AM,213889.1248,931452.3748,LOWELL,Non-fatal injury,Non-fatal injury - Possible,2528984,V1:(Collision with pedestrian),P2:Pedestrian
9/25/09,3:29 PM,230175.918,943543.4011,METHUEN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529051,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
10/1/09,3:15 PM,240501.547,907476.5627,REVERE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529059,V1:(),P2:Pedestrian
10/11/09,6:50 PM,53825.3135,911747.1992,PITTSFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529087,V1:(Collision with pedestrian),P1:Pedestrian
10/1/09,11:45 PM,,,LOWELL,Non-fatal injury,Non-fatal injury - Possible,2529088,V1:(Collision with pedestrian),P3:Pedestrian
9/29/09,7:03 AM,212084.0226,889913.6367,NATICK,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529108,V1:(Collision with pedestrian),P1:Pedestrian / P2:Pedestrian
10/13/09,7:45 AM,238719.8796,891572.9426,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529134,V1:(),P2:Pedestrian
10/8/09,5:56 PM,247198.422,913079.8748,LYNN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529137,V1:(Collision with pedestrian),P2:Pedestrian
10/5/09,12:15 PM,240799.1562,905893.8749,REVERE,Non-fatal injury,Non-fatal injury - Incapacitating,2529142,V1:(Collision with parked motor vehicle),P2:Pedestrian
9/18/09,7:22 AM,237396.0627,906978.25,EVERETT,Not Reported,Not Applicable,2529163,V1:(),P2:Pedestrian
10/9/09,7:50 PM,216330.6874,932456.5,LOWELL,Non-fatal injury,Non-fatal injury - Possible,2529298,V1:(Collision with pedestrian),P2:Pedestrian
10/16/09,7:18 PM,224494.3743,896858.7312,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529356,V1:(Collision with pedestrian),P1:Pedestrian
9/28/09,11:19 AM,235927.7655,901391.6249,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529424,V1:(Collision with pedestrian),P2:Pedestrian
10/7/09,3:38 PM,236012.6203,901292.4461,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2529432,V1:(Collision with pedestrian),P2:Pedestrian
10/16/09,3:47 PM,236384.0962,900863.6157,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529448,V1:(Collision with pedestrian),P2:Pedestrian
10/8/09,1:53 PM,218676.3437,932878.3752,LOWELL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529528,V1:(Unknown),P2:Pedestrian
10/13/09,6:26 PM,230480.0158,915239.625,WOBURN,Property damage only (none injured),No injury,2529661,V1:(Collision with pedestrian),P2:Pedestrian
10/23/09,3:36 PM,225873.6716,901592.2501,WATERTOWN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529697,V1:(Collision with pedestrian),P1:Pedestrian
10/6/09,7:35 AM,226460.3977,902405.4541,WATERTOWN,Non-fatal injury,Non-fatal injury - Possible,2529780,V1:(Collision with pedestrian),P1:Pedestrian
10/2/09,8:54 PM,226840.9533,908558.7499,ARLINGTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529815,V1:(Collision with pedestrian),P2:Pedestrian
6/22/09,1:16 PM,236625.6875,899133.0624,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2529839,V1:(Collision with impact attenuator/crash cushion),P2:Pedestrian
10/1/09,5:30 PM,234013.4219,902074.7603,CAMBRIDGE,Property damage only (none injured),No injury,2529928,V1:(Collision with motor vehicle in traffic),P4:Pedestrian
10/14/09,8:00 AM,227658.2655,940453.6251,LAWRENCE,Property damage only (none injured),No injury,2530082,V1:(),P2:Pedestrian
10/21/09,10:32 AM,248738.1219,849385.5015,MIDDLEBOROUGH,Property damage only (none injured),No injury,2530108,V1:(Collision with pedestrian),P1:Pedestrian
10/10/09,8:23 PM,233381.8892,902701.8325,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2530159,V1:(Collision with parked motor vehicle),P2:Pedestrian
9/1/09,5:44 PM,223986.9844,917964.6252,BURLINGTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2530170,V1:(Collision with pedestrian),P3:Pedestrian
10/7/09,4:35 PM,,,EAST LONGMEADOW,Non-fatal injury,Non-fatal injury - Non-incapacitating,2530294,V1:(Collision with pedestrian),P2:Pedestrian
10/9/09,5:42 PM,229680.9374,906636.3748,ARLINGTON,Non-fatal injury,Non-fatal injury - Possible,2530450,V1:(Collision with pedestrian),P2:Pedestrian
7/10/08,10:45 AM,233313.9061,899590.8124,BOSTON,Property damage only (none injured),No injury,2530535,V1:(),P2:Pedestrian
9/3/09,2:48 PM,236270.3907,895604.1874,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2530554,V1:(),P2:Pedestrian
10/26/09,6:19 PM,221735.9846,903316.7501,WALTHAM,Non-fatal injury,Non-fatal injury - Possible,2530575,V1:(Collision with pedestrian),P1:Pedestrian
9/27/09,9:27 AM,54381.06424,912669.305,PITTSFIELD,Non-fatal injury,Non-fatal injury - Incapacitating,2530598,V1:(Collision with pedestrian),P2:Pedestrian
10/8/09,8:47 AM,236127.6708,895659.7576,BOSTON,Property damage only (none injured),No injury,2530606,V1:(Collision with pedestrian),P3:Pedestrian
10/23/09,7:50 AM,244801.5143,912689.2908,LYNN,Non-fatal injury,Non-fatal injury - Possible,2530616,V1:(Collision with pedestrian),P2:Pedestrian
9/26/09,8:50 AM,233428.1405,897959.5625,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2530621,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
10/15/09,9:28 PM,228049.9998,906552.6249,ARLINGTON,Non-fatal injury,Non-fatal injury - Possible,2530642,V1:(Collision with pedestrian),P3:Pedestrian
10/28/09,6:00 PM,205260.375,893593.1876,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Possible,2530670,V1:(Collision with pedestrian),P1:Pedestrian
10/24/09,12:00 AM,108199.8437,884350.0623,HOLYOKE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2530706,V1:(Collision with pedestrian),P1:Pedestrian
10/26/09,2:22 AM,108265.5312,884300.2498,HOLYOKE,Non-fatal injury,Non-fatal injury - Possible,2530720,V1:(Collision with pedestrian),P1:Pedestrian
10/21/09,10:57 AM,235732.149,896445.2934,BOSTON,Not Reported,Not Applicable,2530784,V1:(Unknown),P2:Pedestrian
8/27/09,4:06 PM,236577.0624,894189.75,BOSTON,Property damage only (none injured),No injury,2530908,V1:(),P2:Pedestrian
10/5/09,8:17 AM,110493.6093,879837.8124,CHICOPEE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2530944,V1:(),P2:Pedestrian
10/15/09,5:40 PM,232983.4685,899585.3125,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2531107,V1:(Collision with pedestrian),P2:Pedestrian
9/1/09,9:27 AM,54381.06424,912669.305,PITTSFIELD,Property damage only (none injured),No injury,2531192,V1:(Collision with pedestrian),P2:Pedestrian
7/13/09,2:06 PM,175449.0581,889390.1565,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2531195,V1:(Collision with pedestrian),P2:Pedestrian
7/8/09,10:44 AM,175656.1873,888939.6252,WORCESTER,Property damage only (none injured),No injury,2531354,V1:(Collision with pedestrian),P2:Pedestrian
7/5/09,11:25 AM,174342.3123,889582.9373,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2531407,V1:(Collision with pedestrian),P5:Pedestrian
10/30/09,11:44 AM,251105.7318,851340.2296,MIDDLEBOROUGH,Non-fatal injury,Non-fatal injury - Non-incapacitating,2531445,V1:(Collision with pedestrian),P1:Pedestrian
10/24/09,4:02 PM,316575.6689,825309.6087,HARWICH,Non-fatal injury,Non-fatal injury - Non-incapacitating,2531538,V1:(Collision with pedestrian),P2:Pedestrian
7/15/09,8:00 PM,215978.2502,931615.9998,LOWELL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2531604,V1:(Collision with pedestrian),P2:Pedestrian
10/17/09,4:40 PM,111539.9924,884735.5625,CHICOPEE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2531618,V1:(Collision with pedestrian),P2:Pedestrian
10/30/09,7:23 PM,107911.4011,884757.7947,HOLYOKE,Non-fatal injury,Non-fatal injury - Incapacitating,2531775,V1:(Collision with pedestrian),P1:Pedestrian
6/22/09,4:35 PM,175068.422,890373.75,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2531892,V1:(Collision with pedestrian),P2:Pedestrian
10/29/09,6:01 PM,93485.39834,864710.8748,SOUTHWICK,Non-fatal injury,Non-fatal injury - Possible,2531965,V1:(Collision with pedestrian),P1:Pedestrian
6/30/09,6:35 PM,131720.6826,880065.673,PALMER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532225,V1:(Collision with pedestrian),P1:Pedestrian
6/24/09,4:43 PM,128611.0411,881464.9138,PALMER,Non-fatal injury,Non-fatal injury - Possible,2532233,V1:(Collision with pedestrian),P1:Pedestrian
9/4/09,3:17 PM,131833.3126,878476.1565,PALMER,Non-fatal injury,Non-fatal injury - Incapacitating,2532234,V1:(Collision with pedestrian),P1:Pedestrian
10/6/09,9:04 PM,237889.2939,905170.8198,CHELSEA,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532243,V1:(Collision with pedestrian),P3:Pedestrian
7/24/09,6:55 AM,236443.1416,901319.2082,BOSTON,Property damage only (none injured),No injury,2532383,V1:(Collision with pedestrian),P4:Pedestrian
10/29/09,5:55 AM,222357.3596,901720.0627,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532396,V1:(Collision with pedestrian),P1:Pedestrian
10/30/09,2:08 PM,221914.1877,906750.9998,WALTHAM,Non-fatal injury,Non-fatal injury - Incapacitating,2532407,V1:(Collision with pedestrian),P1:Pedestrian
10/31/09,11:21 PM,233821.7968,900120.375,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2532520,V1:(),P2:Pedestrian
10/31/09,1:57 AM,233821.7968,900120.375,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2532522,V1:(Collision with pedestrian),P2:Pedestrian
8/3/09,10:30 AM,175020.8824,890233.8196,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532663,V1:(),P2:Pedestrian
7/21/09,9:12 AM,247684.3262,820815.5877,NEW BEDFORD,Fatal injury,Fatal injury,2532696,V1:(Collision with pedestrian),P5:Pedestrian
10/26/09,8:25 AM,238408.5468,904480.1876,CHELSEA,Non-fatal injury,Non-fatal injury - Possible,2532738,V1:(Collision with pedestrian),P2:Pedestrian
10/23/09,7:34 AM,238846.3908,905698.912,CHELSEA,Property damage only (none injured),No injury,2532746,V1:(Collision with pedestrian),P2:Pedestrian
11/5/09,7:30 AM,244543.4531,912336.1252,LYNN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532857,V1:(Collision with pedestrian),P2:Pedestrian
10/17/09,9:30 PM,215043.7969,933397.9999,LOWELL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532865,V1:(),P2:Pedestrian
10/8/09,6:25 PM,234161.8749,906811.3123,MEDFORD,Fatal injury,Fatal injury,2532881,V1:(Collision with pedestrian),"P1:Pedestrian / P2:Other non-motorist (wheelchair, etc.) / P3:Other non-motorist (wheelchair, etc.) / P4:Other non-motorist (wheelchair, etc.)"
9/24/09,11:06 PM,240893.7721,889252.0631,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532885,V1:(Collision with pedestrian),P2:Pedestrian
9/4/09,3:54 PM,182388.0467,894155.4369,SHREWSBURY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532917,V1:(Collision with pedestrian),P2:Pedestrian
9/20/09,12:00 PM,249272.8189,919859.2376,SALEM,Property damage only (none injured),No injury,2532929,V1:(Collision with pedestrian),P2:Pedestrian
8/26/09,3:00 PM,234346.1883,901381.3936,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2532993,V1:(Collision with pedestrian),P2:Pedestrian
10/25/09,2:00 AM,229808.2032,899740.0624,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2533100,V1:(Collision with pedestrian),P3:Pedestrian
11/5/09,12:47 PM,248374.4061,848574.2502,MIDDLEBOROUGH,Non-fatal injury,Non-fatal injury - Possible,2533141,V1:(Collision with pedestrian),P1:Pedestrian
9/29/09,2:51 PM,249438.2812,918915.8751,SALEM,Non-fatal injury,Non-fatal injury - Incapacitating,2533186,V1:(Collision with pedestrian),P2:Pedestrian
9/28/09,9:18 PM,249070.4512,919887.9393,SALEM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2533193,V1:(Collision with pedestrian),P4:Pedestrian
6/26/09,11:35 PM,175410.3126,889704.2501,WORCESTER,Not Reported,Not Applicable,2533245,V1:(Collision with pedestrian),P2:Pedestrian
10/24/09,2:48 AM,236553.1067,901403.9764,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2533289,V1:(),P2:Pedestrian
10/20/09,11:27 AM,229661.5854,902657.761,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Incapacitating,2533330,V1:(Collision with pedestrian),P2:Pedestrian
10/30/09,1:42 AM,240007.4813,888110.1253,QUINCY,Not Reported,Not reported,2533337,V1:(),P2:Pedestrian
9/16/09,2:39 PM,249633.1376,919428.4173,SALEM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2533373,V1:(Collision with pedestrian),P2:Pedestrian
10/22/09,12:25 PM,230758.5372,898992.7508,BROOKLINE,Non-fatal injury,Non-fatal injury - Possible,2533381,V1:(Collision with pedestrian),P2:Pedestrian
11/5/08,9:00 AM,174763.1251,889990.9998,WORCESTER,Unknown,Unknown,2533423,V1:(Unknown),P2:Pedestrian
9/9/09,9:47 AM,249723.3596,821488.2644,FAIRHAVEN,Property damage only (none injured),No injury,2533432,V1:(Collision with pedestrian),P2:Pedestrian
10/22/08,6:37 PM,171332.2819,892066.4973,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2533441,V1:(Collision with pedestrian),P2:Pedestrian
11/18/08,6:30 PM,175680.6874,886943.4489,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2533464,V1:(Collision with pedestrian),P2:Pedestrian
10/27/09,6:46 PM,240917.6835,889207.3008,QUINCY,Non-fatal injury,Non-fatal injury - Incapacitating,2533532,V1:(Collision with pedestrian),P3:Pedestrian
11/15/08,5:45 PM,176222.6912,890484.0635,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2533623,V1:(Collision with pedestrian),P2:Pedestrian
10/31/09,2:45 AM,231057.2057,902606.5098,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Incapacitating,2533929,V1:(),P2:Pedestrian
6/27/09,8:47 PM,234981.7877,908134.7953,MALDEN,Non-fatal injury,Non-fatal injury - Possible,2533949,V1:(),P1:Pedestrian
6/10/09,4:06 PM,235609.0748,908521.0056,MALDEN,Not Reported,Not reported,2533956,,P1:Pedestrian
6/3/09,4:30 PM,237265.1561,909765.8125,MALDEN,Non-fatal injury,Non-fatal injury - Incapacitating,2533984,V1:(Collision with pedestrian),P1:Pedestrian
10/14/09,11:50 AM,233854.6718,902491,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2534035,V1:(),P2:Pedestrian
11/14/08,8:30 PM,174129.2594,890429.8868,WORCESTER,Property damage only (none injured),No injury,2534214,V1:(Collision with pedestrian),P3:Pedestrian
10/25/09,4:20 PM,246318.241,824450.2882,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2534215,V1:(Collision with parked motor vehicle) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),P7:Pedestrian
10/12/09,9:10 PM,238619.3904,870946.9376,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2534250,V1:(Collision with pedestrian),P2:Pedestrian
11/8/09,10:06 PM,242721.7702,917109.4692,LYNN,Property damage only (none injured),No injury,2534309,V1:(Collision with pedestrian),P3:Pedestrian
9/15/09,11:00 PM,240990.5986,907757.1924,REVERE,Fatal injury,Fatal injury,2534451,V1:(Collision with pedestrian),P2:Pedestrian
10/12/09,7:17 AM,247305.047,821068.3127,NEW BEDFORD,Not Reported,Not reported,2534481,V1:(),P2:Pedestrian
10/7/09,2:30 PM,247860.321,819323.6607,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2534487,V1:(Collision with pedestrian),P2:Pedestrian
10/31/09,7:20 PM,213037.2346,931405.9999,LOWELL,Non-fatal injury,Non-fatal injury - Possible,2534566,V1:(Collision with pedestrian),P2:Pedestrian
11/6/09,11:47 AM,233615.5261,899079.3199,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2534586,V1:(Collision with pedestrian),P2:Pedestrian
11/9/09,1:49 PM,243774.583,915532.2595,LYNN,Non-fatal injury,Non-fatal injury - Incapacitating,2534640,V1:(Collision with pedestrian),P2:Pedestrian
10/29/09,2:15 PM,254211.3567,936743.6609,IPSWICH,Non-fatal injury,Non-fatal injury - Possible,2534659,V1:(Collision with pedestrian),P3:Pedestrian
9/7/09,3:06 PM,235938.9928,899855.2971,BOSTON,Property damage only (none injured),No injury,2534693,V1:(Collision with pedestrian),P3:Pedestrian
11/5/09,7:49 AM,236289.5037,901067.9846,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2534738,V1:(Collision with pedestrian),P2:Pedestrian
